,id,tweet,label
88,4278, data analysis atlanta patient found people older black underlying condition diabetes higher risk hospitalization take preventive measure protect higher risk group cdcmmwr,real
89,1519, ghana electoral commission postponed 2020 election 2023 due coronavirus,fake
90,4798, student pondicherry university found home remedy covid accepted world health organization,fake
91,5738, 2017 shi wuhan institute virology claimed kept large reservoir bat virus related vaccine,fake
92,932, chancellor angela merkel knew pandemic since 2013 virus laboratory,fake
93,5591, baroness dido harding head national institute health protection say access testing must prioritised read,real
94,945, utaheconomist robertgehrke mikeparker wait covid19tracking time series right guy giving heart attack alexismadrigal,real
95,1971, cdcdirector face mask one powerful weapon fight wearing mask publi…,real
96,466, seen picture dolphin swan returning venice canal debunked today launch coronacheck newsletter latest debunked covid misinformation around world,fake
97,1113, cdcemergency handwashing one best way protect amp family getting sick learn amp,real
98,3688, daily update published tracked million test 396k yesterday day average note track test state report detail see,real
99,4520, pmoindia drharshvardhan ashwinikchoubey pib india covidindiaseva covidnewsbymib ddnewslive airnewsalerts recovery rate race beyond total recovery soon cross million,real
100,1425, vaccine cost much accessible american,real
101,4978, 348 new case lagos 163 fct ebonyi river delta nasarawa niger enugu bauchi edo ekiti ondo gombe benue ogun osun plateau kogi anambra 11166 case discharged 3329 death 315,real
102,6070, creatiwit lord loredo james gross really case tweeting weird situation california think private testing company clogged day wait time could logistics hurdle state lab something else entirely,real
103,5654, 294 people repeatedly tried make contact including via text via phone call,real
104,297, simpson predicted new coronavirus outbreak,fake
105,2363, video young man gujarat claiming found medicine cure covid,fake
106,2070, daily update published tracked million test 161k yesterday noticeable uptick april avg 145k test note track test state report state report test see,real
107,3355, nigeria case fatality ratio june country within amp outside africa may attributable young population people tested positive disease age year male affected female,real
108,4, state reported 630 death still seeing solid national decline death reporting lag approximately day symptom onset according cdc model consider lag symptom time hospital death reporting process,real
109,1711, unlike number considered lower bound number people tested say michigan number negative test result,real
110,53, pandemic every 100 year,fake
111,1715, cardiac mri scan showed big athlete tested positive covid also myocarditis,real
112,2106, 3rd april 190 confirmed case discharged death breakdown case state currently lagos fct osun oyo akwa ibom ogun edo kaduna bauchi enugu ekiti river benue,real
113,4660, followed 183 staff worked period health staff tested tested negative,real
114,608, india tracker september 2020 ➡️confirmed case 5400619 ➡️recovered 4303043 ➡️active case 1010824 ➡️deaths 86752 via mohfw india,real
115,6259, getting lot question georgia see clear signal major outbreak state testing volume way since may state reporting number case unclear testing test reporting issue,real
116,953, bing liu researcher discover vaccine covid murdered,fake
117,843, surge coronavirus infection could sign far worse thing come public health england say follow live update,real
118,601, viral text based image post claiming 000 italy infected mobile phone cover quoting finding research without specifying detail name research post advises abandon phone cover,fake
119,4992, vaccine trial could end early result overwhelmingly positive negative report fauci,real
120,1316, president trump urged people ingest inject disinfectant treatment coronavirus,fake
121,591, claim saint corona always patron saint epidemic,fake
122,614, hotel restaurant pub etc closed till 15th oct 2020 per tourism minister india,fake
123,6128, covid19tracking new update state data eastern state reported 4384 test performed 571 positive 3500 negative…,real
124,3320, image statement prime minister italy,fake
125,210, child year represent reported case death compared age group amp usually mild disease,real
126,1102, rudimentary website sustainable process going next day thanks dozen volunteer hit pause adding new people effort start bringing smooth workflow easier way plug,real
127,2051, social medium post covid punishable offence,fake
128,1561, finally term case reported last day appropriate follow underway including making sure anyone flight isolation facility tested captured day day routine testing,real
129,1362, apple google teamed create system notifies cellphone user exposed covid patient must opt feature,fake
130,1453, covid19 pcr test scientifically meaningless,fake
131,2131, visit doctor office emergency room illness symptom compatible covid declining nationally likely part result widespread effort slow spread see data latest,real
132,2059, government ordered opening school college,fake
133,1128, another implication fact lot headroom left outbreak grow locked lot transmission already data see lag week time infection,real
134,5535, president donald trump claim say medical equipment governor requesting actually need,fake
135,4713, flu kill time covid,fake
136,6113, cdc reclassified underlying condition according risk pose severe covid,real
137,2691, additional case recovered total number active case imported case miq facility community case,real
138,1940, coronavirus snuck adding unforeseen thing,fake
139,6394, photo claim military vehicle combating covid palermo italy,fake
140,5715, new york hospital treating coronavirus patient vitamin,fake
141,4171, face mask become compulsory bar staff shop worker waiter taxi driver effort combat rise coronavirus case england prime minister announced,real
142,1330, trump intervention american military justice system pardon service member accused convicted war crime betrays rule law value make country exceptional amp men woman wear uniform honorably fit command troop,fake
143,561, interconnected world people low middle income country miss vaccine virus continue kill economic recovery delayed vaccine nationalism prolong pandemic shorten drtedros,real
144,3453, video television presenter say thank god thing get complicated referring coronavirus germany,fake
145,2061, daily update published tracked million test 200k yesterday line last week note track test state report detail see,real
146,1258, italian sara cunial say bill gate kill people vaccine terminator seed behind covid pandemic,fake
147,4445, pib india highlight week ✅over lakh patient recovered one highest world ✅over crore sample tested,real
148,1603, post spreading whatsapp claim hospital guard job oppenings ifema hospital madrid,fake
149,5633, 1st april 174 confirmed case discharged death breakdown case state currently lagos fct osun oyo ogun edo kaduna bauchi enugu ekiti river benue akwa ibom,real
150,5161, graphic video viewed ten thousand time multiple post facebook twitter alongside claim show two islamist extremist killing hindu man indian state rajasthan india covid lockdown,fake
151,2251, brazilian actress camila pitanga falsified malaria diagnosis medicate chloroquine,fake
152,5750, mohfw india india scaled yet another peak lakh sample tested past hour cumulative…,real
153,466, get infected covid eat sugar drink cold water take shower night,fake
154,3596, based state report metric number people hospitalized grown 2544 new york worth noting washington state disclose number yet,real
155,3560, clear increase case hospitalization death april election milwaukee suggesting possible benefit state effort expand absentee curbside voting safety effort mkehealth dhswi read cdcmmwr,real
156,2110, today 294 active case district mohfw india drharshvardhan drhvoffice cmoguj dgpgujarat,real
157,1154, cardio workout lockdown,fake
158,5098, daily update published state reported 712k test 51k case along 616 death seen month saturday monday number tend lower tuesday friday compared last sunday case death,real
159,643, antonio guterres said pandemic shown vulnerable aspect moving year back,real
160,6050, yesterday lab processed 23846 test bringing number test completed since aug 49780 test may take unto hour processed reported back please patient await test result,real
161,1957, one case previously reported kano transferred jigawa state therefore total number confirmed case kano 19th april 2020,real
162,6130, changed directive,fake
163,452, sometimes state report large number death caught reporting backlog death occurred long past recent death reported standard lag death today number occurred last five day,real
164,1276, want share new resource follower project knowledge base sars cov antibody testing thanks friend airtable free pro plan product indispensable building knowledge base,real
165,1689, seeing second wave coming prime minister boris johnson say confirms seeing second wave adding always inevitable,real
166,4390, struggling work difference real fake news crisis join webinar tomorrow midday aest fact check researcher explain tip remain properly informed register,fake
167,6373, continues affect people country around globe shut business school amp travel reminds pandemic real every new case motivation amp recovery proof get together,real
168,3885, logic behind janta curfew carona virus life one place janta curfew place point public area carona may survived touched break chain,fake
169,3242, audio whatsapp head cardiology gregorio marañón hospital state moment uncontrolled coronavirus infection,fake
170,533, people follow rule set must reserve right say virus get control would space deal cancer patient million non covid medical need,real
171,5863, local woman join dating apps hope pandemic love story,fake
172,5642, amysherman1 gov ron desantis falsely said never asked covid press event may hear another claim florida,fake
173,2096, since august contact tracing team identified 3912 close contact case 3908 contacted self isolating process contacting rest,real
174,2062, health ministry issue containment surveillance manual supervisor containment zone pmoindia drharshvardhan ashwinikchoubey pib india mygovindia mib india covidindiaseva covidnewsbymib,real
175,201, 📍total case india september 2020 ▶️78 cured discharged migrated 4025079 ▶️19 active case 1009976 ▶️1 death 83198 total covid confirmed case cured discharged migrated active case death,real
176,847, nurse submitting coronavirus test say coming back positive,fake
177,5020, man worried coronavirus still gotten flu shot,fake
178,3646, twenty two new case reported nigeria lagos fct bauchi edo 00pm 8th april 276 confirmed case reported nigeria fourty four discharged six death,real
179,2490, coronavirus food shortage lead brit eating horse meat,fake
180,150, drharshvardhan dispels doubt raised failure one vaccine clinical trial say trial continuing expert committee reappraisal significant mutation sars cov india icmr actively exploring saliva based test covid pib india,real
181,388, latest update ministry health new case covid report new zealand 10th consecutive day new case total number confirmed case remains 1154 number report world health organization,real
182,2796, video terrible condition covid ward delhi hospital,fake
183,3809, covid exosome pandemic related signal,fake
184,1864, additional death report total number test completed date 233843 today world family doctor day big thanks 5500 gps around new zealand work every day,real
185,5277, elisa granato year old first woman get vaccine covid died,fake
186,1956, nsw premier gladysb vic health min jennymikakos compared testing rate state favourably world found berejiklian claim overblown mikakos claim fair call,fake
187,6342, president donald trump tweeted oldie die god hand folk liberate america,fake
188,538, mobile testing unit went airport site staff work tested mobile testing went home symptomatic people work mount wellington site yesterday testing underway work different shift,real
189,5714, say drinking bleach solution prevent getting coronavirus,fake
190,242, india climb another historic peak lakh test lakh test done last hour pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts icmrdelhi covidnewsbymib pti news ani,real
191,3033, new zealand prime minster jacinda ardern visited temple country declared covid free,fake
192,1936, slacker struggle pretend covid negatively affected,fake
193,2109, putting little bastard adoption read ireland heartwarming covid story,fake
194,1243, obvious large number new case state due testing florida georgia positivity rate well beyond arizona higher positivity rate florida right,real
195,2916, reported death toll also reached new high 2746 important caveat number reported 941 death newly confirmed occur last hour sharp local reporting topic,real
196,5769, two people considered recovered covid mean active case covid new zealand managed isolation quarantine,real
197,3626, last photo indonesian doctor hadio ali standing away family passed away covid,fake
198,2638, recovered case report today meaning number active case new zealand one new zealand receiving hospital level care covid total number confirmed case covid 1209 number report,real
199,4129, kmccready kia enough research evidence support use spray encourage people regularly wash hand disinfect surface aid fight covid,real
200,3299, 1332 people recovered confirmed probable case recovered 7323 test processed yesterday brings total number test 168023 people currently hospital,real
201,5966, information election covid visit,real
202,584, stock 270000 test available across country stock coming time process 12000 test per day looking increase next day,real
203,5466, 117 new case reported lagos fct kano borno katsina ogun river bauchi 21st april 782 confirmed case reported nigeria discharged 197 death,real
204,6243, reason young people catching,real
205,3192, transport sec grant shapps say important end position france spain seen spike case arrives cabinet meeting ahead announcement new national restriction,real
206,1095, update managed isolation protocol april 9th everybody coming across border day quarantine managed isolation since 19000 people one facility,real
207,1023, foreign secretary dominic raab say challenge testing airport high false positive rate add test successful identifying virus,real
208,2061, lost job coronavirus say man fired sexual harassment daytime drinking,fake
209,620, nurse claim delhi govt stopped funding hotel stay doctor nurse treating covid,fake
210,2292, kanika kapoor spreading love care around world hrh prince charles diagnosed covid19 today,fake
211,4495, one new zealand receiving hospital level care covid yesterday laboratory completed 1824 test brings total number test completed date 428600 seven day rolling daily average test 2053,real
212,4624, video person infected coronavirus committing suicide new york,fake
213,902, bill gate admited video vaccine covid change people dna forever,fake
214,1868, open school college till vaccine covid know circumstance opening student gathering share food playing create problem india many state opening school,fake
215,5159, guideline school telangana reopen academic year 2020,fake
216,3244, manir hossain year old man india tripura died hospital malaysia due new coronavirus,fake
217,224, sir ganga ram hospital directed patient stay home treat urself implies delhi govt miserably failed administrative responsibility providing health care left delhites fate must sacked take charge agree,fake
218,2479, completed day managed isolation negative covid test one able attend funeral tangihanga day managed isolation,real
219,6116, new cdcmmwr report singapore show cluster case likely resulted people without symptom spreading illness social distancing avoiding crowd key slowing spread covid,real
220,1320, acc mohfw india discharge policy second testing mild mild pre symptomatic asymptomatic case severe case including immune compromised case tested pcr discharge,real
221,5163, imperialcollege frasernelson thanks confirming neil ferguson imperial model point 85000 covid death sweden,real
222,5927, new jersey appears taken road california recently moving away reporting people tested test completed still trying get confirmation see today bit outlier,real
223,2381, daily update across state tracked 2450 positive 17071 negative 1236 pending total test 20795 trying interpret data please read note state report data differently,real
224,710, coronavirus labour conference difference welcome twice many normal annual event,real
225,5720, india tested crore people far resolutely following test track treat strategy pmoindia drharshvardhan ashwinikchoubey pib india covidnewsbymib covidindiaseva ddnewslive airnewsalerts icmrdelhi pti news,real
226,5685, 196 new case reported lagos kano gombe kaduna fct katsina sokoto edo borno yobe ebonyi adamawa 55pm 29th april 1728 confirmed case reported nigeria discharged 307 death,real
227,1375, couple state midwest changed way report affected topline number minnesota changed reporting total test people tested led jump data 45k test michigan added probable case total adding case,real
228,2063, multiple way visualize death state record publish death date state report latest post looked method compare tracking death date death,real
229,499, irish lad quarantined coronavirus cruise absolute mad one,fake
230,6166, clear track public health website occasionally however state share information local medium make official repository like capture data possible,real
231,6388, remains one person receiving hospital level care covid middlemore icu yesterday laboratory completed 2163 test bringing total number test completed date 261315,real
232,5173, problem testing people strain coronavirus specifically covid reliable test specific covid virus,fake
233,1477, country throw covid19 infected dead body sea advice stop eating seafood world really coming end dear god please intervene,fake
234,2799, people usa march call arrest bill gate,fake
235,1203, reposting daily case chart clarity mislabeled earlier tweet case total drifting due improving situation metro area still 25k newly reported case represent global total,real
236,1035, currently 4563 people managed isolation quarantine current effective capacity 7103 give excess capacity 2540 next week projecting 3343 arrival 2047 departure facility,real
237,3669, serbian stated citizen south korea pay get tested coronavirus,fake
238,1978, covid run away doctor police infront telangana,fake
239,851, japanese nobel laureate say coronavirus naturally occurring,fake
240,6308, india steady trend high recovery continues thousand recovery registered last hour total number recovery 4849584,real
241,1392, total number confirmed case country 1219 one receiving hospital level care covid yesterday lab processed 5020 test 219 taken managed isolation,real
242,474, corona virus must stopped confirm irish music fan,fake
243,4391, mean number active case new zealand remains active case recently returned overseas managed isolation facility case community transmission,real
244,3719, another deadly unknown virus spreading mutton livestock market india avoid consuming goat mutton pas video,fake
245,2978, coronavirus actually expanded exosome caused,fake
246,6182, emission china italy plunge coronavirus outbreak satellite image reveal,fake
247,473, covid case state illinois come chicago,fake
248,1781, local woman designates covid town prefect,fake
249,1366, zeenews publishes misleading story claiming bharatbiotech already created vaccine raches ella head company help claim,fake
250,1520, video show covid patient lying dead ground india,fake
251,5521, protective mask five time expensive french tobacconist spanish shop,fake
252,3237, factchecknet launching chatbots whatsapp english spanish hindi factchecknet proud announce 4th,fake
253,186, older child seem spread covid like adult,real
254,5870, indian nurse resigned due covid infected jamati patient misbehavior,fake
255,970, vaccine developed cure covid three hour,fake
256,2125, asymptomatic coronavirus spread rare say,real
257,4488, take daily precaution help prevent spread respiratory illness like learn protect coronavirus covid,real
258,6241, together gavi cepivaccines also established covax facility give participating country access world largest diverse portfolio vaccine candidate drtedros,real
259,2546, news government completes 122k new coronavirus test retaining test done previously,fake
260,683, sejwatson example got cold cough respiratory symptom covid virus picked weak positive pcr test case test result often weak positive value person pcr test suggests old infection,real
261,1364, covid rash responsible hate covid skin rash website criticised lack bame example,fake
262,2009, therealstoryplz tlowdon godblsmnymkr justin hart alistairhaimes scaramangi sure even good comparison state know capturing hospital alexismadrigal,real
263,545, queen coronavirus broadcast strike dignified tone despite seinfeld zoom background,fake
264,2786, right method treat educated idiot yoga till noon idiot covid victim crossed 12k non availability mass testing kit may see 20k soon pmoindia mohfw india cmomaharashtra,fake
265,733, information symptom covid watch visit,real
266,3773, people sick coronavirus continue injected sea water many saved,fake
267,1626, world poorest marginalised people hardest hit malaria also likely affected reminded importance building secure health system defend disease,real
268,1387, myth buster covid spraying alcohol chlorine body kill virus drinking alcohol smoking eating garlic protect sesame oil kill fact check,fake
269,2465, coronavirus covid testing programme chaos amid 185000 swab backlog leaked document show,real
270,1879, today,real
271,279, message circulating claiming kin died covid claim insurance pradhan mantri jeevan jyoti bima yojana pmjjby amp pradhan mantri suraksha bima yojana pmsby,fake
272,3571, video show new hospital coronavirus patient china,fake
273,3774, industrial bleach sold amazon miracle mineral solution covid wionews,fake
274,848, group hanging park presumably celebrating blood hand,fake
275,6122, recovery india grow difference active case widens recovered patient time active case,real
276,1224, ray sunlight kill coronavirus,fake
277,1653, mohfw india india exponentially scaled testing one january lakh day august 2020 pmoind…,real
278,4432, phase vaccine trial launching july expert say,real
279,705, video allegedly showing man spitting bread slice shared communal spin india,fake
280,866, news latest poll show fifty two percent briton refuse take coronavirus vaccine,fake
281,3390, chinese intelligence officer reveals coronavirus bioweapon,fake
282,2690, number daily test increased integral part chase virus strategy state advised symptomatic negative rapid antigen test mandatorily subjected pcr,real
283,2014, headline claim macedonian minister health venko filipce party order president sdsm zoran zaev prepared protocol election campaign middle coronavirus crisis,fake
284,682, 332 reported death today day average death remains unchanged death falling holding steady case rise probably reason,real
285,2076, president trump promoted hydroxychloroquine remedy covid week critic say owns share company manufacture looked small stake mutual fund,fake
286,1450, five state account approx total death country maharashtra tamil nadu karnataka delhi amp andhra pradesh rest state secretary mohfw india icmrdelhi,real
287,3023, branderzy danieltobias literaryeric zacbissonnette 260k mix covid likely plus missed care suicide saving decreased mvcs trauma move onto next year may begin see cost missed vaccine dos esp hib prevnar 12mo age group,fake
288,3261, osd maharashtra uddhav thackeray break press meet referring pathetic handling covid government also head medical assistance cell,fake
289,6028, following coronavirus pandemic film star salman khan given 200 ambulance india,fake
290,789, chinese president jinping visited muslim understand contracting covid,fake
291,1187, american attempting speak truth power hindered state mandated face mask,fake
292,104, india record highest ever single day peak 63631 recovery total recovery cross lakh recovery exceed active case lakh,real
293,3946, among state early outbreak decent shape lot testing new case example positive rate today louisiana may exception case rising hospitalization stopped falling,real
294,5169, briton set bask even warmer temperature sunday people urged keep following restriction case rise,real
295,1312, instance individual tested prior leaving managed isolation facility ministry health put place number action make sure anyone arriving new zealand pose risk covid,real
296,673, ddindialive india first vaccine candidate covaxin™ get approval human trial jointly developed icmr…,real
297,368, surgeon general concerned possible symptom exposure consult apple screening tool developed wh…,real
298,1246, worker prince hotel mehdipatnam hyderbad india tested positive coronavirus,fake
299,4728, facebook post claim covid test dangerous test nasal swab test enter brain cause lasting damage,fake
300,6414, state like new york illinois california vocal demand funding bail pension system failing long covid outbreak program related crisis,fake
301,623, physician video seen million associated group called america frontline doctor advocate official narrative covid19 physician history making unproven conspiratorial medical claim,fake
302,5, populous state generate large case count look new case per million today smaller state showing case per million california texas,real
303,6048, croatian doctor including country health minister held ceremonial ball despite quarantine measure,fake
304,1742, country recommendation managing acute ischemic stroke covid,real
305,904, bluelily910 annacb421 yup prospective data hole really opening concerned seen state like sometimes move towards openness alexismadrigal,real
306,3543, news care home worker apologise boris johnson going holiday instead attending cobra pandemic meeting,fake
307,5839, latest cdc report show visit doctor office illness symptom compatible continued decline remain stable low level likely part result widespread effort slow spread,real
308,692, authority guatemalan ministry health said would buy least 200 respirator talk shortage type medical equipment,fake
309,1291, tasuku honjo japanese nobel laureate medicine claiming covid chinese made virus,fake
310,2012, 📍total case india september 2020 ▶️76 cured discharged migrated 2839882 ▶️21 active case 785996 ▶️1 death 65288 total covid confirmed case cured discharged migrated active case death,real
