,id,tweet,label
22,1110, actor applauded macron when visited the suburban city pantin near paris video man front the pacaembu stadium são paulo where field hospital for covid patient built claim that since there movement the entrance one waiting get there one inside either the dean the college biologist euskadi state that there are lot pcr false positive and asymptomatic spread coronavirus nagpur medical hospital the kidney the patient removed and the excuse made that the patient had corona with the novel coronavirus sending the economy into freefall post that list phone number for job seeker call and find work have been shared thousand time facebook and instagram people italy are threw away their money after they lost their family member coronavirus covid human made and american biological weapon fish tank additive may treat coronavirus everyone only dying coronavirus now there been death due covid israel they mix lemon and baking soda their tea this combination kill coronavirus alleged tweet from general heleno minister institutional security sort like ministry for the interior brazil say covid not strong since himself and president jair bolsonaro had and recovered easily bolsonaro always denied having covid post say that donald trump said march 17th that people who never died before are dying now there home vaccination against coronavirus cuba picture show clothes those who have died coronavirus china beijing now shipping these clothes africa american ceo drew the indian map comparing the population each indian state that country across the world highlighting how india indirectly handling the covid crisis many country picture showing many hospital bed with patient concentrated very small area the caption state that this how public health like brazil 2016 but the medium never talked about president barack obama waited six month call swine flu emergency after thousand died the men india railway minister demanding money from helpless worker for walking the track these are doctor tijuana taking nap the floor hospital photo mannequin being wheeled into hospital show the covid coverup four people have died zanzibar after handling chicken infected with covid post say one died from the coronavirus the united state video showing muslim man throwing note spread coronavirus industrialist ratan tata view economic downfall due covid you can hold your breath for second then you have fibrosis and therefore infection picture text english describing the method hydroxychloroquine cure this virus just happens this the treatment used for radiation sickness senegalese doctor say chloroquine the secret for very low number death covid senegal medical report hospital general universitario santa lucía cartagena murcia from person with possible coronavirus the nba asking president donald trump resign never play again image critically ill covid infected woman hugging her child for the last time before her death every election year disease sars 2004 avian flu 2008 swine flu 2010 mers 2012 ebola 2014 and 2018 zika 2016 and the coronavirus 2020 detail three coronavirus positive case reported kothapet hyderabad india all social medium group admins are requested close their group for two day joão doria governor são paulo caught covid while isolated also took chinese vaccine that being tested brazil instagram post claim microsoft founder bill gate said 700000 people could die from covid vaccine priyanka gandhi started bus help migrant travel during the covid lockdown claim made that india found cure coronavirus saddam hussein talked about coronavirus his cabinet and army the ninety said that america threatened him spread this virus doe follow their command photo been shared hundred time facebook and twitter alongside claim show nurse apologising muslim man after she blamed the muslim community for spreading covid india the post claim the nurse forced apologise local politician document that talk about the benefit wine prevent coronavirus pregnant woman must undergo caesarean section during the pandemic all citizen are entitled 700 usd per week stay home avoid the spread covid novel coronavirus starting picture with quote attributed bill gate stating the vaccine safe but let get out quickly anyway and worry about the consequence later,fake
23,2030, new york hospital are reporting fungal lung infection from face mask which you should wear slow the spread covid,fake
24,238, video purport show police officer being beaten been viewed ten thousand time facebook and twitter alongside claim that the assault temple india sparked the officer attempt enforce nationwide novel coronavirus lockdown,fake
25,6221, broomeinwelly david please let the ministry health know phoning 0800 800 606 emailing tracingapp feedback health govt,real
26,4804, man dying from coronavirus spends final day negotiating with health insurance provider,fake
27,3405, hhsgov continue social distancing wearing and washing your hand frequently help protect yourself and others around,real
28,611, india first crispr test been approved for use india tata group and csir ind institute genomics amp integrative biology have indigenously developed crispr technology for detection genomic sequence virus detail,real
29,1038, shaskell12 yeah will believe this when see there evidence the system that capacity especially when test are coming back positive alexismadrigal,real
30,1539, coronavirus excess death could hit peak level november without action,real
31,3219, northern ireland first minister arlene foster say new restriction are tough for country known for our hospitality but say kindness host attend large gathering the moment she said adding that the only winner would covid,real
32,486, the democrat are pushing for implanted microchip human and everyone vaccinated,fake
33,2893, drinking hot water tea kill the new coronavirus because can not resist heat,fake
34,962, for breakdown case state real time please see currently lagos fct ogun ekiti oyo edo bauchi osun river total confirmed case,real
35,1053, image doctor who found the cure for the coronavirus,fake
36,260, most you know this now but there very strong weekend effect that hit sunday and monday especially the reporting covid death sunday are highlighted red below,real
37,4930, governor the brazilian state bahia dismissed doctor who appealed president jair bolsonaro for chloroquine,fake
38,895, vaccine deal the work with candidate producer say union health minister drharshvardhan interview with htdelhi pmoindia pib india ddnewslive airnewsalerts icmrdelhi covidnewsbymib covidindiaseva mygovindia,real
39,157, also like call attention the incredible job florida and healthyfla are doing releasing data not only they provide hospitalization rate and lab lab testing result but ton other data,real
40,271, prince andrew officiate grand reopening woking pizza express,fake
41,1268, state wise detail total confirmed case till september 2020 ➡️states with 10000 confirmed case ➡️states with 10001 100000 confirmed case ➡️states with 100000 confirmed case ➡️total confirmed case far,real
42,2132, extraordinary circumstance caused will taken into account complaint against doctor the gmc announced,real
43,4240, thread the ncdc aware recent outcome from government funded clinical trial for covid the result support the use dexamethsaone possible treatment reduce the risk death among covid patient who require oxygen mechanical ventilation,real
44,2435, the doe have enough monkey for vaccine testing and china halted export,real
45,4472, this the state thing now note that and did not report any new case today,real
46,401, the highlight the new nationwide measure are follows there will overnight curfew from 8pm 6am this mean all movement will prohibited during this period except essential service,real
47,2319, yesterday our laboratory completed 9178 test bringing the total number test completed date 387435 this includes testing managed isolation facility and community based testing across the country,real
48,1443, the 9th may announced discharged case amp death fct due system error discharged case and death were wrongly announced therefore fct recorded discharged case amp death may 2020 apologise officialfcta for this error,real
49,617, bigger than average testing day newly reported case were over 25k today,real
50,3790, social medium rumor claim that google and apple put covid tracker every phone but that not the whole story the technology aimed helping contact tracer slow the spread the coronavirus and you must opt the feature,fake
51,4867, nation including usa and want narendramodi leader for task force for corona what proud moment for india let support our great leader and will definitely win the war against corona,fake
52,1730, 594 new case lagos 159 delta 106 ondo fct edo oyo kaduna enugu katsina imo adamawa ogun osun abia river nasarawa bauchi niger kebbi ekiti plateau taraba 22614 confirmed 7822 discharged 549 death,real
53,2094, case covid your area johnshopkins and aei both recommend government sure that covid case have been decreasing their area for least week before reopening,real
54,1849, there now different vaccine undergoing clinical trial russia the 500th person who tested gam covid vac,fake
55,6231, multiple study all said for decade mask not work with virus,fake
56,5203, setting realistic expectation for patient with this chronic condition key,real
57,6288, there may 10x much coronavirus the than reported,real
58,1420, 648 new case lagos 180 plateau 148 fct ondo kwara river oyo kaduna osun edo ogun ekiti kano benue delta abia niger gombe borno bauchi imo 41180 confirmed 18203 discharged 860 death,real
59,5418, photo covid infected god being treated hindu priest india,fake
60,4987, tanzania developed coronavirus drug called covidol that can cure covid,fake
61,1399, just think the increasing rate corona the month july only depends today action that will reflect tomorrow today are not well then where will stand tomorrow health more important than exam,fake
62,1265, factchecknet just like wash our hand fight can scrub our chat contain the here are some guidelines…,fake
63,5411, female covid patient may produce more antibody against the virus than male patient according peer reviewed study from the journal medical virology the study potentially explains why female generally have severe symptom,real
64,2640, cdcdirector take step keep your friend and family safe when visiting those higher risk for severe illness from learn…,real
65,6283, clemson university devastated their mascot test positive for,fake
66,6118, previously reported case now considered recovered the total number active case new zealand 129 which are imported case quarantine this brings our total number confirmed case 1339 will report this the world health organization,real
67,3860, hhsgov you have recovered from confirmed positive test please donate plasma now you can literally help save life,real
68,435, drharshvardhan update 👉the total recovered case stand 3859399 👉the gap between recovered case amp active case has…,real
69,6257, fed million mask contract shady man under sanction the ftc,real
70,4110, one died from covid paulo august and august,fake
71,6034, video president donald trump and top pharmaceutical executive speaking press conference been viewed thousand time multiple facebook twitter and youtube post alongside claim that show them announcing vaccine for the novel coronavirus covid ready administered,fake
72,4559, almost two thousand people have died already the united state according our tracking 435 new death were reported the last hour,real
73,1809, there evidence that american covid vaccine killed ukrainian the claim come from site known for disinformation,fake
74,416, covid patinet kanpur india left outside the hopsital without any treatment,fake
75,5939, quote joe biden saying people who have never died before are now dying from coronavirus,fake
76,194, the new recovered case are being reported from ten state viz maharashtra karnataka andhra pradesh uttar pradesh and tamil nadu odisha delhi kerala west bengal and punjab detail,real
77,1842, new cdcmmwr report show that young previously healthy adult can take long time recover from the study found that nearly adult age who had milder outpatient covid had not returned their usual health after day,real
78,2153, case need tested once between day and day coming into contact study researcher john hopkins bloomberg school public health john hopkins school medicine national institute allergy amp infectious disease say based,real
79,1719, 📢disregard any message that you are beneficiary fund your account been credited ncdc also ncdc not sending letter employment amp will never request for payment return for employment offer share verified information,real
80,5597, mitch mcconnell say senate will vote coronavirus stimulus plan soon this week,fake
81,2830, how can help stop the pandemic our report march the impact intervention mortality and healthcare demand adapted the amazing sjforkids into science journal for teen article 🔰read the full article,real
82,5759, clarification the covid tracer figure number manual entry per day day average 16151 number manual entry total 137385,real
83,1755, from random facebook post renowned guru they keep making this self test recommendation for,fake
84,3686, upon hearing the news that the two woman had tested positive those two friend then isolated themselves and have been tested one them returned negative test and the other one result pending,real
85,5004, roberto gazolla covid reference hospital rio janeiro brazil empty photo prove there one the area open the public like the entrance hall,fake
86,2811, the gap between recovered case and active case progressively growing wide more than total case more than 36l recovered amp discharged active case than only small proportion than total case,real
87,2463, least out every person over year old who had died from nigeria please today protect yourself your loved one and the elderly around you and our society covid real,real
88,4278, data analysis some atlanta patient found people who are older black have underlying condition such diabetes had higher risk for hospitalization take preventive measure protect higher risk group cdcmmwr,real
89,1519, ghana electoral commission postponed the 2020 election 2023 due coronavirus,fake
90,4798, student from pondicherry university found home remedy for covid that been accepted world health organization who,fake
91,5738, 2017 shi from wuhan institute virology claimed she kept large reservoir bat virus and related vaccine,fake
92,932, chancellor angela merkel knew the pandemic since 2013 the virus from laboratory,fake
93,5591, baroness dido harding head the national institute for health protection say that access testing must prioritised read more,real
94,945, utaheconomist robertgehrke mikeparker wait this not covid19tracking time series right you guy are giving heart attack alexismadrigal,real
95,1971, cdcdirector face mask are one the most powerful weapon have the fight against wearing mask when you publi…,real
96,466, seen those picture dolphin and swan returning venice canal they been debunked today launch coronacheck newsletter with the latest debunked covid misinformation from around the world,fake
97,1113, cdcemergency handwashing one the best way protect yourself amp your family from getting sick with learn when amp how,real
98,3688, our daily update published now tracked million test 396k from yesterday that about the day average note that can only track test that state report for detail see,real
99,4520, pmoindia drharshvardhan ashwinikchoubey pib india covidindiaseva covidnewsbymib ddnewslive airnewsalerts recovery rate race beyond total recovery are soon cross million,real
100,1425, vaccine will cost too much accessible for most american,real
101,4978, 348 new case lagos 163 fct ebonyi river delta nasarawa niger enugu bauchi edo ekiti ondo gombe benue ogun osun plateau kogi anambra 11166 case discharged 3329 death 315,real
102,6070, creatiwit lord loredo james gross really the case been tweeting about the weird situation california for while think that private testing company are clogged day wait time but could logistics hurdle for state lab something else entirely,real
103,5654, there are now 294 people who have repeatedly tried make contact with including via text and via phone call,real
104,297, the simpson predicted the new coronavirus outbreak,fake
105,2363, video young man from gujarat claiming found medicine that cure covid,fake
106,2070, our daily update published now tracked million test 161k from yesterday noticeable uptick from the april avg 145k test note that can only track test that state report and not all state report all test see,real
107,3355, nigeria case fatality ratio june than most country within amp outside africa this may attributable the young population most people who tested positive for the disease were between age year more male were affected than female,real
108,4, state reported 630 death are still seeing solid national decline death reporting lag approximately day from symptom onset according cdc model that consider lag symptom time hospital and the death reporting process,real
109,1711, but unlike our other number which can considered lower bound for the number people tested can not say that about michigan number negative test result,real
110,53, there been pandemic every 100 year,fake
111,1715, cardiac mri scan showed that big athlete who tested positive for covid also had myocarditis,real
112,2106, 3rd april there are 190 confirmed case discharged death for breakdown case state currently lagos fct osun oyo akwa ibom ogun edo kaduna bauchi enugu ekiti river benue,real
113,4660, have followed all 183 staff who had worked there during the period they were there and all the health staff have been tested and all tested negative,real
114,608, india tracker september 2020 ➡️confirmed case 5400619 ➡️recovered 4303043 ➡️active case 1010824 ➡️deaths 86752 via mohfw india,real
115,6259, are getting lot question about georgia you can see clear signal major outbreak the state testing volume way down since may but the state reporting about the same number case unclear this testing test reporting issue,real
116,953, bing liu researcher who about discover vaccine for covid murdered the,fake
117,843, the surge coronavirus infection could sign far worse thing come public health england say follow live update,real
118,601, viral text based image post claiming that 000 from italy were infected mobile phone cover quoting the finding were from research without specifying any detail name the research the post advises abandon phone cover,fake
119,4992, vaccine trial for could end early result are overwhelmingly positive negative report fauci,real
120,1316, president trump urged people ingest inject disinfectant treatment for coronavirus,fake
121,591, claim that saint corona always been patron saint against epidemic,fake
122,614, all hotel restaurant pub etc will closed till 15th oct 2020 per tourism minister india,fake
123,6128, covid19tracking new update with state data eastern state reported 4384 test performed 571 positive 3500 negative…,real
124,3320, image and statement from the prime minister italy,fake
125,210, child under year represent about reported case with few death compared other age group amp usually mild disease,real
126,1102, should have rudimentary website and more sustainable process going the next day thanks dozen volunteer hit pause adding new people the effort but will start bringing more smooth the workflow and have easier way plug,real
127,2051, social medium post covid are punishable offence now,fake
128,1561, finally term the other case reported the last few day appropriate follow underway including making sure anyone who the flight the same isolation facility been tested they will all captured our day and day routine testing,real
129,1362, apple and google have teamed create system that notifies cellphone user when they been exposed covid patient but you must opt the feature,fake
130,1453, covid19 pcr test are scientifically meaningless,fake
131,2131, visit doctor office and emergency room for illness with symptom compatible with covid are declining nationally likely part result widespread effort slow the spread see the data the latest,real
132,2059, the government ordered opening school and college,fake
133,1128, another implication that fact there lot headroom left for the outbreak grow locked lot transmission already the data see here lag week from the time infection,real
134,5535, president donald trump claim did say that some the medical equipment that governor are requesting they actually need,fake
135,4713, flu kill more time than covid,fake
136,6113, the cdc reclassified underlying condition according the risk they pose for severe covid,real
137,2691, additional case have recovered our total number active case those are imported case miq facility and are community case,real
138,1940, the coronavirus snuck adding that very unforeseen thing,fake
139,6394, photo claim that military vehicle are combating covid palermo italy,fake
140,5715, new york hospital treating coronavirus patient with vitamin,fake
141,4171, face mask will become compulsory for bar staff shop worker waiter and taxi driver effort combat the rise coronavirus case england the prime minister announced,real
142,1330, trump intervention the american military justice system pardon service member accused convicted war crime betrays the rule law the value that make our country exceptional amp the men and woman who wear the uniform honorably not fit command our troop,fake
143,561, our interconnected world people low and middle income country miss out vaccine the virus will continue kill and the economic recovery will delayed vaccine nationalism will prolong the pandemic not shorten drtedros,real
144,3453, video television presenter where she say thank god thing get complicated referring the coronavirus germany,fake
145,2061, our daily update published now tracked million test more than 200k from yesterday line with the last week note that can only track test that state report for detail see,real
146,1258, italian sara cunial say bill gate kill people with vaccine and terminator seed and that behind the covid pandemic,fake
147,4445, pib india highlight the week ✅over lakh patient recovered one the highest the world ✅over crore sample tested,real
148,1603, post spreading whatsapp claim there are hospital guard job oppenings ifema hospital madrid,fake
149,5633, 1st april there are 174 confirmed case discharged death for breakdown case state currently lagos fct osun oyo ogun edo kaduna bauchi enugu ekiti river benue akwa ibom,real
150,5161, graphic video been viewed ten thousand time multiple post facebook and twitter alongside claim show two islamist extremist killing hindu man the indian state rajasthan during india covid lockdown,fake
151,2251, brazilian actress camila pitanga falsified malaria diagnosis medicate herself with chloroquine,fake
152,5750, mohfw india india scaled yet another peak more than lakh sample tested the past hour cumulative…,real
153,466, you will get infected with covid you eat sugar drink cold water take shower night,fake
154,3596, based the state that report this metric the number people hospitalized grown 2544 most them new york worth noting washington state doe not disclose this number yet,real
155,3560, clear increase case hospitalization death after the april election milwaukee suggesting possible benefit state effort expand absentee and curbside voting and other safety effort mkehealth and dhswi read cdcmmwr,real
156,2110, today there are 294 active case district mohfw india drharshvardhan drhvoffice cmoguj dgpgujarat,real
157,1154, cardio workout during lockdown,fake
158,5098, our daily update published state reported 712k test and 51k case along with 616 death seen for month that the saturday monday number tend lower than tuesday friday but compared with last sunday case and death are both,real
159,643, antonio guterres said the pandemic shown how vulnerable are and that some aspect are moving year back,real
160,6050, yesterday our lab processed 23846 test bringing the number test completed since aug 49780 some test may take unto hour processed and reported back please patient you await your test result,real
161,1957, one case previously reported kano been transferred jigawa state therefore the total number confirmed case kano the 19th april 2020,real
162,6130, who changed directive,fake
163,452, sometimes when state report large number death because they caught reporting backlog death that occurred long the past these are recent death reported with standard lag the death today number occurred the last five day,real
164,1276, want share new resource with follower this project knowledge base for sars cov antibody testing thanks our friend airtable for the free pro plan your product been indispensable for building this knowledge base,real
165,1689, are now seeing second wave coming prime minister boris johnson say confirms the seeing second wave adding that always inevitable more here,real
166,4390, are you struggling work out the difference between real and fake news during the crisis join our webinar tomorrow midday aest where fact check researcher will explain our tip how remain properly informed register here,fake
167,6373, continues affect people country around the globe the shut down business school amp travel reminds that the pandemic real every new case motivation amp each recovery proof that can get through this together,real
168,3885, the logic behind janta curfew carona virus life one place and janta curfew for the place point public area where carona may have survived will not touched for and this will break the chain,fake
169,3242, audio from whatsapp which the head cardiology the gregorio marañón hospital state that are moment uncontrolled coronavirus infection,fake
170,533, people don follow the rule have set out then must reserve the right further the say the virus get out control now the would have space deal with cancer patient and million other non covid medical need,real
171,5863, local woman join dating apps hope having pandemic love story,fake
172,5642, amysherman1 gov ron desantis falsely said never asked about covid press event may hear another claim florida,fake
173,2096, since august our contact tracing team identified 3912 close contact case which 3908 have been contacted and are self isolating and are the process contacting the rest,real
174,2062, health ministry issue containment and surveillance manual for supervisor containment zone pmoindia drharshvardhan ashwinikchoubey pib india mygovindia mib india covidindiaseva covidnewsbymib,real
175,201, 📍total case india september 2020 ▶️78 cured discharged migrated 4025079 ▶️19 active case 1009976 ▶️1 death 83198 total covid confirmed case cured discharged migrated active case death,real
176,847, nurse submitting coronavirus test say they all are coming back positive,fake
177,5020, man worried about coronavirus still hasn gotten flu shot,fake
178,3646, twenty two new case have been reported nigeria lagos the fct bauchi edo 00pm 8th april there are 276 confirmed case reported nigeria fourty four have been discharged with six death,real
179,2490, coronavirus food shortage lead brit eating horse meat,fake
180,150, drharshvardhan dispels doubt raised over failure one vaccine clinical trial say trial are continuing only after expert committee reappraisal significant mutation sars cov india icmr actively exploring saliva based test for covid pib india,real
181,388, latest update from the ministry health there are new case covid report new zealand this the 10th consecutive day new case our total number confirmed case remains 1154 which the number report the world health organization,real
182,2796, the video terrible condition covid ward from delhi hospital,fake
183,3809, covid exosome and the pandemic related signal,fake
184,1864, there are additional death report the total number test completed date 233843 today world family doctor day big thanks the 5500 gps around new zealand for the work they every day,real
185,5277, elisa granato year old the first woman get vaccine for covid died,fake
186,1956, both nsw premier gladysb and vic health min jennymikakos have compared testing rate their state favourably with the world found berejiklian claim overblown and mikakos claim fair call here why,fake
187,6342, president donald trump tweeted some oldie will have die god hand folk liberate america,fake
188,538, mobile testing unit went the airport site and all the staff who work there have now been tested the mobile testing went the home symptomatic people who work the mount wellington site yesterday further testing underway who work different shift,real
189,5714, say drinking bleach solution will prevent you from getting the coronavirus,fake
190,242, india climb another historic peak more than lakh test more than lakh test done the last hour pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts icmrdelhi covidnewsbymib pti news ani,real
191,3033, new zealand prime minster jacinda ardern visited temple after the country declared covid free,fake
192,1936, slacker struggle pretend covid negatively affected him,fake
193,2109, putting the little bastard for adoption read some ireland heartwarming covid story,fake
194,1243, should obvious now but the large number new case these state are not just due testing florida and georgia have positivity rate well beyond only arizona higher positivity rate than florida right now,real
195,2916, the reported death toll also reached new high 2746 there important caveat this number reported 941 death most which were newly confirmed but did not occur the last hour sharp local reporting the topic,real
196,5769, two people are now considered have recovered from covid which mean there are active case covid new zealand all managed isolation quarantine,real
197,3626, last photo indonesian doctor hadio ali standing away from his family before passed away from covid,fake
198,2638, there are recovered case report today meaning the number active case new zealand there one new zealand receiving hospital level care for covid our total number confirmed case covid 1209 which the number report the who,real
199,4129, kmccready kia have enough research evidence support the use such spray encourage people regularly wash their hand and disinfect surface aid the fight against covid,real
200,3299, 1332 people have recovered our confirmed and probable case are now recovered 7323 test were processed yesterday this brings the total number test 168023 people are currently hospital,real
201,5966, for more information election and covid visit,real
202,584, have stock more than 270000 test available across the country with more stock coming all time can process more than 12000 test per day and are looking increase this over the next few day,real
203,5466, 117 new case have been reported lagos fct kano borno katsina ogun river bauchi 21st april there are 782 confirmed case reported nigeria discharged 197 death,real
204,6243, reason why more and more young people are catching,real
205,3192, transport sec grant shapps say very important end the position france and spain who seen spike case arrives cabinet meeting ahead the announcement new national restriction,real
206,1095, update managed isolation protocol from april 9th everybody coming across the border into day quarantine managed isolation since then more than 19000 people have been one those facility,real
207,1023, foreign secretary dominic raab say the challenge with testing for airport the very high false positive rate and add only test will successful identifying those who have the virus,real
208,2061, lost job because coronavirus say man fired for sexual harassment and daytime drinking,fake
209,620, nurse claim that delhi govt stopped funding for the hotel stay for doctor and nurse treating covid,fake
210,2292, kanika kapoor spreading love and care all around the world with hrh prince charles here who diagnosed with covid19 today,fake
211,4495, there one new zealand receiving hospital level care for covid yesterday our laboratory completed 1824 test that brings the total number test completed date 428600 our seven day rolling daily average test 2053,real
212,4624, video person infected with coronavirus committing suicide new york,fake
213,902, bill gate admited video that the vaccine against covid change people dna forever,fake
214,1868, open any school college till the vaccine covid know the circumstance such opening student are gathering each other and will share food and playing will create problem all india now many state are opening school,fake
215,5159, guideline for school telangana reopen for the academic year 2020,fake
216,3244, manir hossain year old man from india tripura died hospital malaysia due the new coronavirus,fake
217,224, sir ganga ram hospital directed patient stay home treat urself implies delhi govt miserably failed administrative responsibility providing health care left the delhites their fate must sacked take the charge agree,fake
218,2479, they can this once they have completed day managed isolation and had negative covid test one will able attend funeral tangihanga during their day managed isolation,real
219,6116, new cdcmmwr report singapore show that some cluster case likely resulted from people without symptom spreading illness social distancing and avoiding crowd are key slowing the spread covid,real
220,1320, acc mohfw india discharge policy there second testing for mild very mild pre symptomatic asymptomatic case only severe case including immune compromised case are tested again pcr before discharge,real
221,5163, imperialcollege frasernelson thanks for confirming neil ferguson imperial model did not point 85000 covid death for sweden,real
222,5927, new jersey appears have taken the road that california did recently moving away from reporting people tested and test completed but are still trying get confirmation this you can see today bit outlier,real
223,2381, our daily update out across state and tracked 2450 positive 17071 negative 1236 pending total test 20795 before trying interpret this data please read over our note about how each state report data differently,real
224,710, coronavirus labour conference with difference welcome twice many normal annual event,real
225,5720, india tested more than crore people for far resolutely following test track treat strategy pmoindia drharshvardhan ashwinikchoubey pib india covidnewsbymib covidindiaseva ddnewslive airnewsalerts icmrdelhi pti news,real
226,5685, 196 new case reported lagos kano gombe kaduna fct katsina sokoto edo borno yobe ebonyi adamawa 55pm 29th april 1728 confirmed case reported nigeria discharged 307 death,real
227,1375, couple state the midwest changed the way they report and affected the topline number minnesota changed reporting total test not people tested that led jump our data 45k test michigan added probable case their total adding case,real
228,2063, there are multiple way visualize the death that state record publish death the date state report them our latest post looked how our method compare tracking death date death,real
229,499, irish lad quarantined coronavirus cruise having absolute mad one,fake
230,6166, clear track all the public health website occasionally however state share information with local medium that doe not make their official repository like capture that data when possible,real
231,6388, there remains one person receiving hospital level care for covid they are middlemore and are not icu yesterday our laboratory completed 2163 test bringing the total number test completed date 261315,real
232,5173, here the problem are testing people for any strain coronavirus not specifically for covid there are reliable test for specific covid virus,fake
233,1477, some country throw covid19 infected dead body into the sea advice stop eating seafood the world really coming end dear god please intervene,fake
234,2799, people usa march and call for the arrest bill gate,fake
235,1203, reposting the daily case chart for clarity here mislabeled earlier tweet case total are drifting down due the improving situation the metro area still the 25k newly reported case represent more than the global total,real
236,1035, there are currently 4563 people managed isolation and quarantine our current effective capacity 7103 this give excess capacity 2540 over the next week are projecting 3343 arrival and 2047 departure from our facility,real
237,3669, serbian stated that citizen south korea have pay get tested for the coronavirus,fake
238,1978, covid run away from doctor and police infront telangana,fake
239,851, the japanese nobel laureate say the coronavirus not naturally occurring,fake
240,6308, india steady trend very high recovery continues more than thousand recovery registered the last hour with this the total number recovery are 4849584,real
241,1392, the total number confirmed case the country 1219 one receiving hospital level care for covid yesterday lab processed 5020 test 219 those were taken managed isolation,real
242,474, corona virus must stopped confirm irish music fan,fake
243,4391, this mean the number active case new zealand remains all active case have recently returned from overseas and are managed isolation facility there have been case community transmission,real
244,3719, another deadly unknown virus spreading mutton livestock market india avoid consuming goat mutton pas the video,fake
245,2978, coronavirus actually expanded exosome caused,fake
246,6182, emission over china and italy plunge during coronavirus outbreak satellite image reveal,fake
247,473, the covid case the state illinois have come from chicago,fake
248,1781, local woman designates herself covid town prefect,fake
249,1366, now zeenews publishes misleading story claiming bharatbiotech already created vaccine for raches ella the head for the company help the claim,fake
250,1520, video show covid patient lying dead the ground india,fake
251,5521, protective mask will five time more expensive french tobacconist than spanish shop,fake
252,3237, factchecknet after launching chatbots for whatsapp english spanish and hindi factchecknet proud announce 4th,fake
253,186, older child seem spread covid like adult,real
254,5870, indian nurse resigned due covid infected jamati patient misbehavior,fake
255,970, vaccine been developed that cure covid just three hour,fake
256,2125, asymptomatic coronavirus spread rare who say,real
257,4488, take daily precaution help prevent the spread respiratory illness like learn how protect yourself from coronavirus covid,real
258,6241, together with gavi and the cepivaccines also established the covax facility which will give participating country access the world largest and most diverse portfolio vaccine candidate drtedros,real
259,2546, news government completes 122k new coronavirus test after retaining all the test had done previously,fake
260,683, sejwatson for example you got cold cough other respiratory symptom and the covid virus picked weak positive pcr test all these case the test result often weak positive and the value the person pcr test suggests old infection,real
261,1364, covid rash are now responsible for hate covid skin rash website criticised for lack bame example,fake
262,2009, therealstoryplz tlowdon godblsmnymkr justin hart alistairhaimes scaramangi not sure even that good comparison most state know they are capturing all the hospital alexismadrigal,real
263,545, queen coronavirus broadcast strike dignified tone despite seinfeld zoom background,fake
264,2786, right method treat educated idiot they should this yoga till noon because these idiot covid victim crossed 12k non availability mass testing kit may see above 20k soon pmoindia mohfw india cmomaharashtra,fake
265,733, for more information symptom covid and what watch for visit,real
266,3773, people who are sick with coronavirus continue injected with sea water many have been saved,fake
267,1626, the world poorest and most marginalised people are hardest hit malaria and they are also likely the most affected this are reminded the importance building secure health system defend against disease,real
268,1387, some who myth buster about covid spraying alcohol chlorine over the body will not kill virus drinking alcohol smoking eating garlic doe not protect you from sesame oil doe not kill fact check,fake
269,2465, coronavirus covid testing programme chaos amid 185000 swab backlog leaked document show,real
270,1879, today the,real
